Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month ,Units YTD, Values YTD ,Units MAT, Values MAT 
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,6,19070," $106,540 ",96080," $565,870 ",96080," $565,870 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,7,15910," $88,110 ",111990," $653,980 ",111990," $653,980 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,8,13610," $86,840 ",125600," $740,820 ",125600," $740,820 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,9,25380," $150,320 ",150980," $891,140 ",150980," $891,140 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,10,21150," $117,160 ",172130," $1,008,300 ",172130," $1,008,300 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,11,20230," $117,290 ",192360," $1,125,590 ",192360," $1,125,590 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2018,12,13400," $85,320 ",205760," $1,210,910 ",205760," $1,210,910 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,1,23130," $128,550 ",23130," $128,550 ",212040," $1,241,370 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,2,26740," $158,340 ",49870," $286,890 ",229220," $1,338,490 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,3,20670," $115,100 ",70540," $401,990 ",230810," $1,342,520 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,4,24350," $144,100 ",94890," $546,090 ",245890," $1,426,950 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,5,25800," $153,510 ",120690," $699,600 ",249440," $1,451,180 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,6,21570," $128,130 ",142260," $827,730 ",251940," $1,472,770 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,7,22650," $144,440 ",164910," $972,170 ",258680," $1,529,100 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,8,32610," $194,270 ",197520," $1,166,440 ",277680," $1,636,530 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,9,25070," $140,200 ",222590," $1,306,640 ",277370," $1,626,410 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,10,27900," $165,860 ",250490," $1,472,500 ",284120," $1,675,110 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,11,16150," $102,380 ",266640," $1,574,880 ",280040," $1,660,200 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2019,12,32550," $193,480 ",299190," $1,768,360 ",299190," $1,768,360 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,1,20480," $131,000 ",20480," $131,000 ",296540," $1,770,810 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,2,25280," $141,330 ",45760," $272,330 ",295080," $1,753,800 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,3,21180," $134,670 ",66940," $407,000 ",295590," $1,773,370 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,4,24920," $148,380 ",91860," $555,380 ",296160," $1,777,650 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,5,22140," $124,510 ",114000," $679,890 ",292500," $1,748,650 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,6,18590," $119,660 ",132590," $799,550 ",289520," $1,740,180 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,7,34730," $206,150 ",167320," $1,005,700 ",301600," $1,801,890 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,8,24030," $143,770 ",191350," $1,149,470 ",293020," $1,751,390 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,9,24690," $146,090 ",216040," $1,295,560 ",292640," $1,757,280 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,10,20680," $132,010 ",236720," $1,427,570 ",285420," $1,723,430 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,11,32130," $189,790 ",268850," $1,617,360 ",301400," $1,810,840 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2020,12,28290," $157,710 ",297140," $1,775,070 ",297140," $1,775,070 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,1,35000," $206,730 ",35000," $206,730 ",311660," $1,850,800 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,2,25900," $153,640 ",60900," $360,370 ",312280," $1,863,110 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,3,38150," $225,090 ",99050," $585,460 ",329250," $1,953,530 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,4,30560," $171,010 ",129610," $756,470 ",334890," $1,976,160 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,5,23940," $153,200 ",153550," $909,670 ",336690," $2,004,850 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,6,37670," $228,180 ",191220," $1,137,850 ",355770," $2,113,370 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,7,31930," $185,900 ",223150," $1,323,750 ",352970," $2,093,120 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,8,26380," $153,890 ",249530," $1,477,640 ",355320," $2,103,240 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,9,24900," $163,590 ",274430," $1,641,230 ",355530," $2,120,740 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,10,37690," $232,660 ",312120," $1,873,890 ",372540," $2,221,390 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,11,26720," $165,580 ",338840," $2,039,470 ",367130," $2,197,180 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2021,12,31700," $195,950 ",370540," $2,235,420 ",370540," $2,235,420 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,1,31430," $182,820 ",31430," $182,820 ",366970," $2,211,510 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,2,25070," $164,170 ",56500," $346,990 ",366140," $2,222,040 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,3,36690," $214,670 ",93190," $561,660 ",364680," $2,211,620 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,4,28870," $189,330 ",122060," $750,990 ",362990," $2,229,940 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,5,53990," $334,940 ",176050," $1,085,930 ",393040," $2,411,680 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,6,36660," $227,740 ",212710," $1,313,670 ",392030," $2,411,240 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,7,34460," $201,440 ",247170," $1,515,110 ",394560," $2,426,780 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,8,29190," $190,760 ",276360," $1,705,870 ",397370," $2,463,650 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,9,51430," $320,990 ",327790," $2,026,860 ",423900," $2,621,050 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,10,42890," $251,160 ",370680," $2,278,020 ",429100," $2,639,550 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,11,38360," $237,510 ",409040," $2,515,530 ",440740," $2,711,480 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2022,12,41540," $277,340 ",450580," $2,792,870 ",450580," $2,792,870 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2023,1,52250," $360,800 ",52250," $360,800 ",471400," $2,970,850 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2023,2,56450," $372,870 ",108700," $733,670 ",502780," $3,179,550 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,North,2023,3,46760," $294,430 ",155460," $1,028,100 ",512850," $3,259,310 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,1,12260," $75,630 ",12260," $75,630 ",12260," $75,630 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,2,8100," $52,440 ",20360," $128,070 ",20360," $128,070 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,3,15630," $96,800 ",35990," $224,870 ",35990," $224,870 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,4,9030," $58,790 ",45020," $283,660 ",45020," $283,660 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,5,7600," $42,330 ",52620," $325,990 ",52620," $325,990 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,6,13940," $86,910 ",66560," $412,900 ",66560," $412,900 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,7,11550," $72,440 ",78110," $485,340 ",78110," $485,340 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,8,9050," $50,760 ",87160," $536,100 ",87160," $536,100 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,9,10420," $58,080 ",97580," $594,180 ",97580," $594,180 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,10,16410," $102,050 ",113990," $696,230 ",113990," $696,230 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,11,14600," $89,850 ",128590," $786,080 ",128590," $786,080 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2018,12,10320," $67,750 ",138910," $853,830 ",138910," $853,830 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,1,11580," $71,350 ",11580," $71,350 ",138230," $849,550 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,2,10540," $60,100 ",22120," $131,450 ",140670," $857,210 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,3,12610," $77,060 ",34730," $208,510 ",137650," $837,470 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,4,9460," $53,330 ",44190," $261,840 ",138080," $832,010 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,5,17700," $109,660 ",61890," $371,500 ",148180," $899,340 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,6,14280," $89,450 ",76170," $460,950 ",148520," $901,880 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,7,13770," $89,890 ",89940," $550,840 ",150740," $919,330 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,8,10610," $59,720 ",100550," $610,560 ",152300," $928,290 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,9,16320," $100,250 ",116870," $710,810 ",158200," $970,460 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,10,14160," $85,850 ",131030," $796,660 ",155950," $954,260 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,11,12790," $82,440 ",143820," $879,100 ",154140," $946,850 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2019,12,10640," $60,130 ",154460," $939,230 ",154460," $939,230 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,1,11340," $63,650 ",11340," $63,650 ",154220," $931,530 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,2,12410," $76,080 ",23750," $139,730 ",156090," $947,510 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,3,10490," $68,050 ",34240," $207,780 ",153970," $938,500 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,4,11790," $72,150 ",46030," $279,930 ",156300," $957,320 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,5,8720," $54,290 ",54750," $334,220 ",147320," $901,950 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,6,11590," $75,250 ",66340," $409,470 ",144630," $887,750 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,7,7550," $42,560 ",73890," $452,030 ",138410," $840,420 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,8,10960," $67,700 ",84850," $519,730 ",138760," $848,400 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,9,11700," $73,440 ",96550," $593,170 ",134140," $821,590 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,10,9480," $53,230 ",106030," $646,400 ",129460," $788,970 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,11,6920," $38,920 ",112950," $685,320 ",123590," $745,450 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2020,12,12040," $74,550 ",124990," $759,870 ",124990," $759,870 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,1,6620," $36,860 ",6620," $36,860 ",120270," $733,080 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,2,9880," $60,920 ",16500," $97,780 ",117740," $717,920 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,3,8490," $47,930 ",24990," $145,710 ",115740," $697,800 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,4,9600," $61,130 ",34590," $206,840 ",113550," $686,780 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,5,8890," $57,560 ",43480," $264,400 ",113720," $690,050 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,6,9370," $53,860 ",52850," $318,260 ",111500," $668,660 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,7,10580," $66,920 ",63430," $385,180 ",114530," $693,020 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,8,9660," $62,290 ",73090," $447,470 ",113230," $687,610 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,9,9870," $64,740 ",82960," $512,210 ",111400," $678,910 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,10,11430," $66,920 ",94390," $579,130 ",113350," $692,600 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,11,13240," $84,640 ",107630," $663,770 ",119670," $738,320 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2021,12,12390," $79,980 ",120020," $743,750 ",120020," $743,750 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,1,13690," $87,500 ",13690," $87,500 ",127090," $794,390 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,2,12050," $77,300 ",25740," $164,800 ",129260," $810,770 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,3,17040," $108,700 ",42780," $273,500 ",137810," $871,540 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,4,14080," $91,240 ",56860," $364,740 ",142290," $901,650 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,5,12440," $73,250 ",69300," $437,990 ",145840," $917,340 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,6,18190," $116,640 ",87490," $554,630 ",154660," $980,120 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,7,15280," $98,390 ",102770," $653,020 ",159360," $1,011,590 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,8,12700," $82,640 ",115470," $735,660 ",162400," $1,031,940 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,9,12120," $70,980 ",127590," $806,640 ",164650," $1,038,180 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,10,18280," $117,030 ",145870," $923,670 ",171500," $1,088,290 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,11,16920," $108,040 ",162790," $1,031,710 ",175180," $1,111,690 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2022,12,17750," $118,610 ",180540," $1,150,320 ",180540," $1,150,320 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2023,1,22430," $156,040 ",22430," $156,040 ",189280," $1,218,860 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2023,2,13650," $86,190 ",36080," $242,230 ",190880," $1,227,750 "
Shampoo,Anti-dandruff,GreenLeaf Distributors,Harmonix,South,2023,3,21220," $147,500 ",57300," $389,730 ",195060," $1,266,550 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,1,77030," $361,220 ",77030," $361,220 ",77030," $361,220 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,2,57200," $268,280 ",134230," $629,500 ",134230," $629,500 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,3,92430," $433,500 ",226660," $1,063,000 ",226660," $1,063,000 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,4,86850," $407,340 ",313510," $1,470,340 ",313510," $1,470,340 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,5,84670," $397,120 ",398180," $1,867,460 ",398180," $1,867,460 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,6,95510," $448,030 ",493690," $2,315,490 ",493690," $2,315,490 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,7,96800," $454,030 ",590490," $2,769,520 ",590490," $2,769,520 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,8,87010," $408,050 ",677500," $3,177,570 ",677500," $3,177,570 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,9,81790," $383,620 ",759290," $3,561,190 ",759290," $3,561,190 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,10,88220," $413,790 ",847510," $3,974,980 ",847510," $3,974,980 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,11,80840," $379,020 ",928350," $4,354,000 ",928350," $4,354,000 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2018,12,73550," $344,950 ",1001900," $4,698,950 ",1001900," $4,698,950 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,1,74820," $350,930 ",74820," $350,930 ",999690," $4,688,660 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,2,69550," $326,260 ",144370," $677,190 ",1012040," $4,746,640 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,3,70860," $332,540 ",215230," $1,009,730 ",990470," $4,645,680 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,4,69940," $328,370 ",285170," $1,338,100 ",973560," $4,566,710 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,5,81090," $381,770 ",366260," $1,719,870 ",969980," $4,551,360 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,6,82120," $391,660 ",448380," $2,111,530 ",956590," $4,494,990 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,7,66910," $320,120 ",515290," $2,431,650 ",926700," $4,361,080 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,8,76890," $367,190 ",592180," $2,798,840 ",916580," $4,320,220 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,9,83770," $401,210 ",675950," $3,200,050 ",918560," $4,337,810 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,10,87180," $418,730 ",763130," $3,618,780 ",917520," $4,342,750 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,11,76740," $367,930 ",839870," $3,986,710 ",913420," $4,331,660 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2019,12,74430," $356,680 ",914300," $4,343,390 ",914300," $4,343,390 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,1,79390," $380,210 ",79390," $380,210 ",918870," $4,372,670 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,2,72640," $347,270 ",152030," $727,480 ",921960," $4,393,680 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,3,100770," $480,650 ",252800," $1,208,130 ",951870," $4,541,790 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,4,96500," $461,730 ",349300," $1,669,860 ",978430," $4,675,150 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,5,70630," $338,210 ",419930," $2,008,070 ",967970," $4,631,590 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,6,79160," $378,370 ",499090," $2,386,440 ",965010," $4,618,300 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,7,87970," $434,020 ",587060," $2,820,460 ",986070," $4,732,200 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,8,72510," $361,400 ",659570," $3,181,860 ",981690," $4,726,410 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,9,75840," $377,420 ",735410," $3,559,280 ",973760," $4,702,620 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,10,82070," $410,740 ",817480," $3,970,020 ",968650," $4,694,630 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,11,77740," $391,040 ",895220," $4,361,060 ",969650," $4,717,740 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2020,12,79250," $401,160 ",974470," $4,762,220 ",974470," $4,762,220 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,1,65450," $331,030 ",65450," $331,030 ",960530," $4,713,040 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,2,68210," $345,110 ",133660," $676,140 ",956100," $4,710,880 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,3,73380," $371,280 ",207040," $1,047,420 ",928710," $4,601,510 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,4,70370," $357,390 ",277410," $1,404,810 ",902580," $4,497,170 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,5,69340," $351,550 ",346750," $1,756,360 ",901290," $4,510,510 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,6,73900," $376,040 ",420650," $2,132,400 ",896030," $4,508,180 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,7,74920," $380,900 ",495570," $2,513,300 ",882980," $4,455,060 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,8,67700," $344,700 ",563270," $2,858,000 ",878170," $4,438,360 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,9,72610," $370,280 ",635880," $3,228,280 ",874940," $4,431,220 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,10,81760," $417,450 ",717640," $3,645,730 ",874630," $4,437,930 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,11,75430," $384,020 ",793070," $4,029,750 ",872320," $4,430,910 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2021,12,80290," $409,240 ",873360," $4,438,990 ",873360," $4,438,990 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,1,74920," $383,860 ",74920," $383,860 ",882830," $4,491,820 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,2,66730," $341,950 ",141650," $725,810 ",881350," $4,488,660 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,3,70497," $360,504 ",212147," $1,086,314 ",878467," $4,477,884 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,4,125128," $642,707 ",337275," $1,729,021 ",933225," $4,763,201 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,5,67689," $357,498 ",404964," $2,086,519 ",931574," $4,769,149 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,6,65331," $351,675 ",470295," $2,438,194 ",923005," $4,744,784 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,7,64782," $362,466 ",535077," $2,800,660 ",912867," $4,726,350 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,8,97832," $533,806 ",632909," $3,334,466 ",942999," $4,915,456 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,9,66177," $362,313 ",699086," $3,696,779 ",936566," $4,907,489 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,10,58456," $326,104 ",757542," $4,022,883 ",913262," $4,816,143 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,11,101946," $570,921 ",859488," $4,593,804 ",939778," $5,003,044 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2022,12,58170," $323,225 ",917658," $4,917,029 ",917658," $4,917,029 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2023,1,74920," $426,310 ",74920," $426,310 ",917658," $4,959,479 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2023,2,74290," $453,090 ",149210," $879,400 ",925218," $5,070,619 "
Shampoo,Anti-dandruff,HealthMax,Shinez,Center,2023,3,89050," $566,790 ",238260," $1,446,190 ",943771," $5,276,905 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,1,34410," $161,340 ",34410," $161,340 ",34410," $161,340 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,2,36770," $172,460 ",71180," $333,800 ",71180," $333,800 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,3,44020," $206,440 ",115200," $540,240 ",115200," $540,240 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,4,31030," $145,530 ",146230," $685,770 ",146230," $685,770 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,5,42160," $197,720 ",188390," $883,490 ",188390," $883,490 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,6,41310," $193,740 ",229700," $1,077,230 ",229700," $1,077,230 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,7,34370," $161,180 ",264070," $1,238,410 ",264070," $1,238,410 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,8,36460," $170,950 ",300530," $1,409,360 ",300530," $1,409,360 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,9,32680," $153,250 ",333210," $1,562,610 ",333210," $1,562,610 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,10,37960," $178,070 ",371170," $1,740,680 ",371170," $1,740,680 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,11,37960," $178,060 ",409130," $1,918,740 ",409130," $1,918,740 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2018,12,35920," $168,620 ",445050," $2,087,360 ",445050," $2,087,360 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2019,1,37240," $174,600 ",37240," $174,600 ",447880," $2,100,620 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2019,2,34500," $161,990 ",71740," $336,590 ",445610," $2,090,150 "
Shampoo,Anti-dandruff,HealthMax,Shinez,North,2019,3,36250," $170,090 ",107990," $506,680 ",437840," $2,053,800 "
